
55296 atoms

1 atom types

-59.009762 59.010786 xlo xhi
-59.010348 59.009027 ylo yhi
0.000000 198.836938 zlo zhi

Masses

1 47.867000

Atoms

1 1 1 0.0 34.657166 16.959890 0.000000
2 1 1 0.0 38.289237 13.050201 2.085644
3 1 1 0.0 34.292075 15.428240 2.085644
4 1 1 0.0 35.791074 16.152336 0.000000
5 1 1 0.0 36.576163 12.285817 4.171288
6 1 1 0.0 39.666213 7.935047 6.256932
7 1 1 0.0 36.014061 10.815007 6.256932
8 1 1 0.0 37.594825 11.337020 4.171288
9 1 1 0.0 37.867945 7.401066 8.342576
10 1 1 0.0 40.362984 2.683822 10.428220
11 1 1 0.0 37.118472 6.016316 10.428220
12 1 1 0.0 38.753894 6.327294 8.342576
13 1 1 0.0 38.510359 2.389399 12.513864
14 1 1 0.0 40.367604 -2.613426 14.599508
15 1 1 0.0 37.586367 1.114456 14.599508
16 1 1 0.0 39.248402 1.209067 12.513864
17 1 1 0.0 38.492391 -2.663242 16.685152
18 1 1 0.0 39.679991 -7.865858 18.770796
19 1 1 0.0 37.409724 -3.806515 18.770796
20 1 1 0.0 39.069871 -3.929893 16.685152
21 1 1 0.0 37.814347 -7.670213 20.856440
22 1 1 0.0 38.311938 -12.983405 22.942084
23 1 1 0.0 36.591571 -8.662211 22.942084
24 1 1 0.0 38.221363 -9.001463 20.856440
25 1 1 0.0 36.487855 -12.545653 25.027728
26 1 1 0.0 36.286905 -17.878310 27.113372
27 1 1 0.0 35.145939 -13.369366 27.113372
28 1 1 0.0 36.717427 -13.918675 25.027728
29 1 1 0.0 34.535663 -17.205959 29.199016
30 1 1 0.0 33.639616 -22.466634 31.284660
31 1 1 0.0 33.097618 -17.847260 31.284660
32 1 1 0.0 34.583853 -18.597205 29.199016
33 1 1 0.0 31.991246 -21.571213 33.370304
34 1 1 0.0 30.415468 -26.669696 35.455948
35 1 1 0.0 30.481731 -22.019106 35.455948
36 1 1 0.0 31.857228 -22.956828 33.370304
37 1 1 0.0 28.898236 -25.566559 37.541592
38 1 1 0.0 26.669750 -30.415421 39.627236
39 1 1 0.0 27.343139 -25.813364 39.627236
40 1 1 0.0 28.584309 -26.922782 37.541592
41 1 1 0.0 25.309674 -29.123485 41.712880
42 1 1 0.0 22.466694 -33.639576 43.798524
43 1 1 0.0 23.735660 -29.164969 43.798524
44 1 1 0.0 24.821221 -30.427059 41.712880
45 1 1 0.0 21.287097 -32.180996 45.884168
46 1 1 0.0 17.878375 -36.286873 47.969812
47 1 1 0.0 19.721158 -32.016448 47.969812
48 1 1 0.0 20.632494 -33.409566 45.884168
49 1 1 0.0 16.899484 -34.686661 50.055456
50 1 1 0.0 12.983473 -38.311915 52.141100
51 1 1 0.0 15.368473 -34.318902 52.141100
52 1 1 0.0 16.089956 -35.819160 50.055456
53 1 1 0.0 12.222076 -36.597512 54.226744
54 1 1 0.0 7.865929 -39.679977 56.312388
55 1 1 0.0 10.752247 -36.032849 56.312388
56 1 1 0.0 11.271505 -37.614520 54.226744
57 1 1 0.0 7.335081 -37.880781 58.398032
58 1 1 0.0 2.613498 -40.367599 60.483676
59 1 1 0.0 5.951639 -37.128897 60.483676
60 1 1 0.0 6.259768 -38.764858 58.398032
61 1 1 0.0 2.322302 -38.514464 62.569320
62 1 1 0.0 -2.683750 -40.362989 64.654964
63 1 1 0.0 1.048971 -37.588252 64.654964
64 1 1 0.0 1.140687 -39.250449 62.569320
65 1 1 0.0 -2.730299 -38.487692 66.740608
66 1 1 0.0 -7.934976 -39.666227 68.826252
67 1 1 0.0 -3.871685 -37.403035 68.826252
68 1 1 0.0 -3.997955 -39.062965 66.740608
69 1 1 0.0 -7.736081 -37.800927 70.911896
70 1 1 0.0 -13.050132 -38.289260 72.997540
71 1 1 0.0 -8.725948 -36.576424 72.997540
72 1 1 0.0 -9.068039 -38.205622 70.911896
73 1 1 0.0 -12.609203 -36.465943 75.083184
74 1 1 0.0 -17.941502 -36.255702 77.168828
