
19488 atoms

2 atom types

0.051285 101.642041 xlo xhi
-25.277976 76.287154 ylo yhi
0.000000 206.011658 zlo zhi

Masses

1 28.0855
2 15.9994

Atoms

1       1 1 0.0 78.194912 54.722707 19.526926
2       1 1 0.0 69.778569 60.910213 17.216694
3       1 1 0.0 78.559644 55.233495 15.871330
4       1 1 0.0 73.732560 58.896544 17.089860
5       1 2 0.0 76.632378 55.705647 18.665965
6       1 2 0.0 72.602350 59.750022 15.715849
7       1 2 0.0 73.206461 58.363261 13.047970
8       1 2 0.0 76.265934 57.160279 15.735269
9       1 2 0.0 73.518818 58.893609 19.725074
10      1 2 0.0 78.807719 54.647554 17.942714
11      1 2 0.0 72.064588 59.730953 17.575231
12      1 2 0.0 70.002399 60.778255 14.569376
13      1 1 0.0 83.866873 48.140009 26.625506
14      1 1 0.0 76.981880 55.996022 24.315274
15      1 1 0.0 84.333121 48.560186 22.969910
16      1 1 0.0 80.408953 53.177499 24.188440
17      1 2 0.0 82.552907 49.436612 25.764545
18      1 2 0.0 79.489249 54.254506 22.814429
19      1 2 0.0 79.780284 52.770135 20.146550
20      1 2 0.0 82.508583 50.936037 22.833849
21      1 2 0.0 80.199602 53.220699 26.823654
22      1 2 0.0 84.449081 47.934548 25.041294
23      1 2 0.0 78.960016 54.351785 24.673811
24      1 2 0.0 77.172010 55.818925 21.667956
25      1 1 0.0 87.986807 40.489573 33.724086
26      1 1 0.0 82.956779 49.644837 31.413854
27      1 1 0.0 88.532655 40.799387 30.068490
28      1 1 0.0 85.695852 46.153938 31.287020
29      1 2 0.0 86.983170 42.038894 32.863125
30      1 2 0.0 85.029883 47.403852 29.913009
31      1 2 0.0 84.994160 45.891641 27.245130
32      1 2 0.0 87.263049 43.512633 29.932429
33      1 2 0.0 85.500731 46.241243 33.922234
34      1 2 0.0 88.511050 40.163460 32.139874
35      1 2 0.0 84.534053 47.612907 31.772391
36      1 2 0.0 83.104271 49.430925 28.766536
37      1 1 0.0 90.361066 32.130988 40.822666
38      1 1 0.0 87.422428 42.155182 38.512434
39      1 1 0.0 90.960858 32.315878 37.167070
40      1 1 0.0 89.344757 38.155988 38.385600
41      1 2 0.0 89.714931 33.860206 39.961705
42      1 2 0.0 88.963825 39.520060 37.011589
43      1 2 0.0 88.603025 38.051087 34.343710
44      1 2 0.0 90.305859 35.238989 37.031009
45      1 2 0.0 89.173038 38.283295 41.020814
46      1 2 0.0 90.802704 31.699553 39.238454
47      1 2 0.0 88.524704 39.831065 38.870971
48      1 2 0.0 87.520350 41.914508 35.865116
49      1 1 0.0 90.878053 23.457133 47.921246
50      1 1 0.0 90.168929 33.879091 45.611014
51      1 1 0.0 91.503597 23.508408 44.265650
52      1 1 0.0 91.184159 29.559576 45.484180
53      1 2 0.0 90.619791 25.284969 47.060285
54      1 2 0.0 91.106170 30.973689 44.110169
55      1 2 0.0 90.437250 29.617000 41.442290
56      1 2 0.0 91.493991 26.503990 44.129589
57      1 2 0.0 91.043913 29.720900 48.119394
58      1 2 0.0 91.216327 22.940654 46.337034
59      1 2 0.0 90.744398 31.372027 45.969551
60      1 2 0.0 90.212679 33.622968 42.963696
61      1 1 0.0 89.513468 14.875703 55.019826
62      1 1 0.0 91.067189 25.205563 52.709594
63      1 1 0.0 90.135362 14.790953 51.364230
64      1 1 0.0 91.127602 20.768756 52.582760
65      1 2 0.0 89.655218 16.716244 54.158865
66      1 2 0.0 91.356220 22.166445 51.208749
67      1 2 0.0 90.410622 20.985808 48.540870
68      1 2 0.0 90.771601 17.718205 51.228169
69      1 2 0.0 91.025421 20.956515 55.217974
70      1 2 0.0 89.732479 14.298455 53.435614
71      1 2 0.0 91.088802 22.633391 53.068131
72      1 2 0.0 91.054711 24.946030 50.062276
73      1 1 0.0 86.331451 6.790048 62.118406
74      1 1 0.0 90.074987 16.542278 59.808174
75      1 1 0.0 86.920464 6.573257 58.462810
76      1 1 0.0 89.177743 12.196723 59.681340
77      1 2 0.0 86.866550 8.556784 61.257445
78      1 2 0.0 89.702224 13.512291 58.307329
79      1 2 0.0 88.524394 12.563200 55.639450
80      1 2 0.0 88.172643 9.294590 58.326749
81      1 2 0.0 89.118431 12.402091 62.316554
82      1 2 0.0 86.420904 6.179165 60.534194
83      1 2 0.0 89.541728 14.025898 60.166711
84      1 2 0.0 90.006867 16.291535 57.160856
